t,KE,PE,E_total,py,pz
2.970834,4.24680176e+02,5.55721497e+02,9.80401672e+02,-2.91437874e+01,0.00000000e+00
2.975000,4.25872253e+02,5.54528564e+02,9.80400818e+02,-2.91846619e+01,0.00000000e+00
2.979167,4.27065979e+02,5.53333984e+02,9.80399963e+02,-2.92255363e+01,0.00000000e+00
2.983334,4.28261414e+02,5.52137695e+02,9.80399109e+02,-2.92664108e+01,0.00000000e+00
2.987500,4.29458496e+02,5.50939819e+02,9.80398315e+02,-2.93072853e+01,0.00000000e+00
2.991667,4.30657227e+02,5.49740173e+02,9.80397400e+02,-2.93481598e+01,0.00000000e+00
2.995833,4.31857666e+02,5.48538879e+02,9.80396545e+02,-2.93890343e+01,0.00000000e+00
3.000000,4.33059753e+02,5.47335999e+02,9.80395752e+02,-2.94299088e+01,0.00000000e+00
3.004167,4.34263519e+02,5.46131348e+02,9.80394897e+02,-2.94707832e+01,0.00000000e+00
3.008333,4.35468964e+02,5.44925049e+02,9.80394043e+02,-2.95116577e+01,0.00000000e+00
3.012500,4.36676086e+02,5.43717102e+02,9.80393188e+02,-2.95525322e+01,0.00000000e+00
3.016667,4.37884857e+02,5.42507446e+02,9.80392334e+02,-2.95934067e+01,0.00000000e+00
3.020833,4.39095306e+02,5.41296143e+02,9.80391479e+02,-2.96342812e+01,0.00000000e+00
3.025000,4.40307434e+02,5.40083191e+02,9.80390625e+02,-2.96751556e+01,0.00000000e+00
3.029167,4.41521210e+02,5.38868530e+02,9.80389771e+02,-2.97160301e+01,0.00000000e+00
3.033334,4.42736694e+02,5.37652222e+02,9.80388916e+02,-2.97569046e+01,0.00000000e+00
3.037500,4.43953827e+02,5.36434265e+02,9.80388062e+02,-2.97977791e+01,0.00000000e+00
3.041667,4.45172638e+02,5.35214600e+02,9.80387207e+02,-2.98386536e+01,0.00000000e+00
3.045834,4.46393097e+02,5.33993286e+02,9.80386353e+02,-2.98795280e+01,0.00000000e+00
3.050000,4.47615234e+02,5.32770264e+02,9.80385498e+02,-2.99204025e+01,0.00000000e+00
3.054167,4.48839050e+02,5.31545593e+02,9.80384644e+02,-2.99612770e+01,0.00000000e+00
3.058333,4.50064545e+02,5.30319275e+02,9.80383789e+02,-3.00021515e+01,0.00000000e+00
3.062500,4.51291718e+02,5.29091248e+02,9.80382935e+02,-3.00430260e+01,0.00000000e+00
3.066667,4.52520538e+02,5.27861572e+02,9.80382080e+02,-3.00839005e+01,0.00000000e+00
3.070833,4.53751038e+02,5.26630249e+02,9.80381287e+02,-3.01247749e+01,0.00000000e+00
3.075000,4.54983215e+02,5.25397217e+02,9.80380432e+02,-3.01656494e+01,0.00000000e+00
3.079167,4.56217041e+02,5.24162537e+02,9.80379578e+02,-3.02065239e+01,0.00000000e+00
3.083333,4.57452545e+02,5.22926147e+02,9.80378662e+02,-3.02473984e+01,0.00000000e+00
3.087500,4.58689728e+02,5.21688110e+02,9.80377808e+02,-3.02882729e+01,0.00000000e+00
3.091667,4.59928589e+02,5.20448364e+02,9.80376953e+02,-3.03291473e+01,0.00000000e+00
3.095834,4.61169098e+02,5.19207031e+02,9.80376099e+02,-3.03700218e+01,0.00000000e+00
3.100000,4.62411316e+02,5.17963989e+02,9.80375305e+02,-3.04108963e+01,0.00000000e+00
3.104167,4.63655182e+02,5.16719299e+02,9.80374512e+02,-3.04517708e+01,0.00000000e+00
3.108334,4.64900696e+02,5.15472900e+02,9.80373596e+02,-3.04926453e+01,0.00000000e+00
3.112500,4.66147919e+02,5.14224854e+02,9.80372803e+02,-3.05335197e+01,0.00000000e+00
3.116667,4.67396790e+02,5.12975098e+02,9.80371887e+02,-3.05743942e+01,0.00000000e+00
3.120833,4.68647339e+02,5.11723724e+02,9.80371094e+02,-3.06152687e+01,0.00000000e+00
3.125000,4.69899567e+02,5.10470642e+02,9.80370239e+02,-3.06561432e+01,0.00000000e+00
3.129167,4.71153442e+02,5.09215912e+02,9.80369385e+02,-3.06970177e+01,0.00000000e+00
3.133333,4.72408997e+02,5.07959503e+02,9.80368530e+02,-3.07378922e+01,0.00000000e+00
3.137500,4.73666229e+02,5.06701385e+02,9.80367615e+02,-3.07787666e+01,0.00000000e+00
3.141667,4.74925140e+02,5.05441650e+02,9.80366821e+02,-3.08196411e+01,0.00000000e+00
3.145833,4.76185699e+02,5.04180237e+02,9.80365967e+02,-3.08605156e+01,0.00000000e+00
3.150000,4.77447968e+02,5.02917114e+02,9.80365112e+02,-3.09013901e+01,0.00000000e+00
3.154167,4.78711853e+02,5.01652344e+02,9.80364197e+02,-3.09422646e+01,0.00000000e+00
3.158334,4.79977448e+02,5.00385925e+02,9.80363403e+02,-3.09831390e+01,0.00000000e+00
3.162500,4.81244720e+02,4.99117828e+02,9.80362549e+02,-3.10240135e+01,0.00000000e+00
3.166667,4.82513641e+02,4.97848053e+02,9.80361694e+02,-3.10648880e+01,0.00000000e+00
3.170834,4.83784241e+02,4.96576599e+02,9.80360840e+02,-3.11057625e+01,0.00000000e+00
3.175000,4.85056488e+02,4.95303497e+02,9.80359985e+02,-3.11466370e+01,0.00000000e+00
3.179167,4.86330444e+02,4.94028717e+02,9.80359131e+02,-3.11875114e+01,0.00000000e+00
3.183333,4.87606049e+02,4.92752228e+02,9.80358276e+02,-3.12283859e+01,0.00000000e+00
3.187500,4.88883331e+02,4.91474121e+02,9.80357422e+02,-3.12692604e+01,0.00000000e+00
3.191667,4.90162262e+02,4.90194305e+02,9.80356567e+02,-3.13101349e+01,0.00000000e+00
3.195833,4.91442902e+02,4.88912842e+02,9.80355713e+02,-3.13510094e+01,0.00000000e+00
3.200000,4.92725189e+02,4.87629700e+02,9.80354858e+02,-3.13918839e+01,0.00000000e+00
3.204167,4.94009155e+02,4.86344879e+02,9.80354004e+02,-3.14327583e+01,0.00000000e+00
3.208333,4.95294769e+02,4.85058380e+02,9.80353149e+02,-3.14736328e+01,0.00000000e+00
3.212500,4.96582092e+02,4.83770233e+02,9.80352295e+02,-3.15145073e+01,0.00000000e+00
3.216667,4.97871063e+02,4.82480408e+02,9.80351440e+02,-3.15553818e+01,0.00000000e+00
3.220834,4.99161713e+02,4.81188904e+02,9.80350586e+02,-3.15962563e+01,0.00000000e+00
3.225000,5.00454010e+02,4.79895721e+02,9.80349731e+02,-3.16371307e+01,0.00000000e+00
3.229167,5.01748016e+02,4.78600891e+02,9.80348877e+02,-3.16780052e+01,0.00000000e+00
3.233334,5.03043671e+02,4.77304413e+02,9.80348083e+02,-3.17188797e+01,0.00000000e+00
3.237500,5.04341003e+02,4.76006226e+02,9.80347229e+02,-3.17597542e+01,0.00000000e+00
3.241667,5.05639984e+02,4.74706360e+02,9.80346313e+02,-3.18006287e+01,0.00000000e+00
3.245833,5.06940674e+02,4.73404846e+02,9.80345520e+02,-3.18415031e+01,0.00000000e+00
3.250000,5.08243011e+02,4.72101654e+02,9.80344666e+02,-3.18823776e+01,0.00000000e+00
3.254167,5.09547028e+02,4.70796783e+02,9.80343811e+02,-3.19232521e+01,0.00000000e+00
3.258333,5.10852692e+02,4.69490265e+02,9.80342957e+02,-3.19641266e+01,0.00000000e+00
3.262500,5.12160034e+02,4.68182068e+02,9.80342102e+02,-3.20050011e+01,0.00000000e+00
3.266667,5.13469055e+02,4.66872192e+02,9.80341248e+02,-3.20458755e+01,0.00000000e+00
3.270833,5.14779785e+02,4.65560638e+02,9.80340454e+02,-3.20867500e+01,0.00000000e+00
3.275000,5.16092102e+02,4.64247437e+02,9.80339539e+02,-3.21276245e+01,0.00000000e+00
3.279167,5.17406189e+02,4.62932526e+02,9.80338745e+02,-3.21684990e+01,0.00000000e+00
3.283334,5.18721863e+02,4.61615967e+02,9.80337830e+02,-3.22093735e+01,0.00000000e+00
3.287500,5.20039246e+02,4.60297729e+02,9.80336975e+02,-3.22502480e+01,0.00000000e+00
3.291667,5.21358276e+02,4.58977814e+02,9.80336060e+02,-3.22911224e+01,0.00000000e+00
3.295834,5.22679016e+02,4.57656250e+02,9.80335266e+02,-3.23319969e+01,0.00000000e+00
3.300000,5.24001404e+02,4.56333008e+02,9.80334412e+02,-3.23728714e+01,0.00000000e+00
3.304167,5.25325439e+02,4.55008118e+02,9.80333557e+02,-3.24137459e+01,0.00000000e+00
3.308333,5.26651184e+02,4.53681549e+02,9.80332764e+02,-3.24546204e+01,0.00000000e+00
3.312500,5.27978577e+02,4.52353271e+02,9.80331848e+02,-3.24954948e+01,0.00000000e+00
3.316667,5.29307678e+02,4.51023376e+02,9.80331055e+02,-3.25363693e+01,0.00000000e+00
3.320833,5.30638428e+02,4.49691772e+02,9.80330200e+02,-3.25772438e+01,0.00000000e+00
3.325000,5.31970825e+02,4.48358490e+02,9.80329346e+02,-3.26181183e+01,0.00000000e+00
3.329167,5.33304932e+02,4.47023560e+02,9.80328491e+02,-3.26589928e+01,0.00000000e+00
3.333333,5.34640686e+02,4.45686951e+02,9.80327637e+02,-3.26998672e+01,0.00000000e+00
3.337500,5.35978088e+02,4.44348663e+02,9.80326782e+02,-3.27407417e+01,0.00000000e+00
3.341667,5.37317200e+02,4.43008728e+02,9.80325928e+02,-3.27816162e+01,0.00000000e+00
3.345834,5.38657959e+02,4.41667114e+02,9.80325073e+02,-3.28224907e+01,0.00000000e+00
3.350000,5.40000366e+02,4.40323792e+02,9.80324158e+02,-3.28633652e+01,0.00000000e+00
3.354167,5.41344482e+02,4.38978851e+02,9.80323364e+02,-3.29042397e+01,0.00000000e+00
3.358334,5.42690247e+02,4.37632202e+02,9.80322449e+02,-3.29451141e+01,0.00000000e+00
3.362500,5.44037720e+02,4.36283936e+02,9.80321655e+02,-3.29859886e+01,0.00000000e+00
3.366667,5.45386841e+02,4.34933960e+02,9.80320801e+02,-3.30268631e+01,0.00000000e+00
3.370833,5.46737610e+02,4.33582306e+02,9.80319946e+02,-3.30677376e+01,0.00000000e+00
3.375000,5.48090088e+02,4.32229004e+02,9.80319092e+02,-3.31086121e+01,0.00000000e+00
3.379167,5.49444214e+02,4.30874023e+02,9.80318237e+02,-3.31494865e+01,0.00000000e+00
3.383333,5.50800049e+02,4.29517365e+02,9.80317383e+02,-3.31903610e+01,0.00000000e+00
3.387500,5.52157532e+02,4.28159058e+02,9.80316589e+02,-3.32312355e+01,0.00000000e+00
3.391667,5.53516663e+02,4.26799042e+02,9.80315674e+02,-3.32721100e+01,0.00000000e+00
3.395833,5.54877441e+02,4.25437378e+02,9.80314819e+02,-3.33129845e+01,0.00000000e+00
3.400000,5.56239929e+02,4.24074036e+02,9.80313965e+02,-3.33538589e+01,0.00000000e+00
3.404167,5.57604126e+02,4.22709015e+02,9.80313110e+02,-3.33947334e+01,0.00000000e+00
3.408334,5.58969910e+02,4.21342346e+02,9.80312256e+02,-3.34356079e+01,0.00000000e+00
3.412500,5.60337463e+02,4.19973999e+02,9.80311462e+02,-3.34764824e+01,0.00000000e+00
3.416667,5.61706604e+02,4.18603973e+02,9.80310547e+02,-3.35173569e+01,0.00000000e+00
3.420834,5.63077454e+02,4.17232239e+02,9.80309692e+02,-3.35582314e+01,0.00000000e+00
3.425000,5.64449951e+02,4.15858887e+02,9.80308838e+02,-3.35991058e+01,0.00000000e+00
3.429167,5.65824158e+02,4.14483856e+02,9.80307983e+02,-3.36399803e+01,0.00000000e+00
3.433333,5.67200012e+02,4.13107178e+02,9.80307190e+02,-3.36808548e+01,0.00000000e+00
3.437500,5.68577515e+02,4.11728790e+02,9.80306274e+02,-3.37217293e+01,0.00000000e+00
3.441667,5.69956726e+02,4.10348755e+02,9.80305481e+02,-3.37626038e+01,0.00000000e+00
3.445833,5.71337585e+02,4.08967041e+02,9.80304626e+02,-3.38034782e+01,0.00000000e+00
3.450000,5.72720093e+02,4.07583649e+02,9.80303711e+02,-3.38443527e+01,0.00000000e+00
3.454167,5.74104309e+02,4.06198578e+02,9.80302856e+02,-3.38852272e+01,0.00000000e+00
3.458333,5.75490173e+02,4.04811859e+02,9.80302002e+02,-3.39261017e+01,0.00000000e+00
3.462500,5.76877747e+02,4.03423462e+02,9.80301208e+02,-3.39669762e+01,0.00000000e+00
3.466667,5.78266968e+02,4.02033386e+02,9.80300354e+02,-3.40078506e+01,0.00000000e+00
3.470834,5.79657837e+02,4.00641663e+02,9.80299500e+02,-3.40487251e+01,0.00000000e+00
3.475000,5.81050415e+02,3.99248230e+02,9.80298645e+02,-3.40895996e+01,0.00000000e+00
3.479167,5.82444641e+02,3.97853149e+02,9.80297791e+02,-3.41304741e+01,0.00000000e+00
3.483334,5.83840515e+02,3.96456390e+02,9.80296875e+02,-3.41713486e+01,0.00000000e+00
3.487500,5.85238098e+02,3.95057953e+02,9.80296021e+02,-3.42122231e+01,0.00000000e+00
3.491667,5.86637329e+02,3.93657837e+02,9.80295166e+02,-3.42530975e+01,0.00000000e+00
3.495833,5.88038269e+02,3.92256104e+02,9.80294373e+02,-3.42939720e+01,0.00000000e+00
3.500000,5.89440857e+02,3.90852661e+02,9.80293518e+02,-3.43348465e+01,0.00000000e+00
3.504167,5.90845093e+02,3.89447571e+02,9.80292664e+02,-3.43757210e+01,0.00000000e+00
3.508333,5.92251038e+02,3.88040771e+02,9.80291809e+02,-3.44165955e+01,0.00000000e+00
3.512500,5.93658630e+02,3.86632324e+02,9.80290955e+02,-3.44574699e+01,0.00000000e+00
3.516667,5.95067871e+02,3.85222229e+02,9.80290100e+02,-3.44983444e+01,0.00000000e+00
3.520833,5.96478821e+02,3.83810425e+02,9.80289246e+02,-3.45392189e+01,0.00000000e+00
3.525000,5.97891418e+02,3.82396942e+02,9.80288330e+02,-3.45800934e+01,0.00000000e+00
3.529167,5.99305725e+02,3.80981842e+02,9.80287598e+02,-3.46209679e+01,0.00000000e+00
3.533334,6.00721680e+02,3.79565033e+02,9.80286743e+02,-3.46618423e+01,0.00000000e+00
3.537500,6.02139282e+02,3.78146545e+02,9.80285828e+02,-3.47027168e+01,0.00000000e+00
3.541667,6.03558594e+02,3.76726410e+02,9.80285034e+02,-3.47435913e+01,0.00000000e+00
3.545834,6.04979553e+02,3.75304596e+02,9.80284180e+02,-3.47844658e+01,0.00000000e+00
3.550000,6.06402161e+02,3.73881104e+02,9.80283264e+02,-3.48253403e+01,0.00000000e+00
3.554167,6.07826477e+02,3.72455933e+02,9.80282410e+02,-3.48662148e+01,0.00000000e+00
3.558334,6.09252441e+02,3.71029114e+02,9.80281555e+02,-3.49070892e+01,0.00000000e+00
3.562500,6.10680054e+02,3.69600616e+02,9.80280640e+02,-3.49479637e+01,0.00000000e+00
3.566667,6.12109375e+02,3.68170471e+02,9.80279846e+02,-3.49888382e+01,0.00000000e+00
3.570833,6.13540405e+02,3.66738617e+02,9.80279053e+02,-3.50297127e+01,0.00000000e+00
3.575000,6.14973022e+02,3.65305115e+02,9.80278137e+02,-3.50705872e+01,0.00000000e+00
3.579167,6.16407349e+02,3.63869934e+02,9.80277283e+02,-3.51114616e+01,0.00000000e+00
3.583333,6.17843384e+02,3.62433075e+02,9.80276489e+02,-3.51523361e+01,0.00000000e+00
3.587500,6.19281006e+02,3.60994568e+02,9.80275574e+02,-3.51932106e+01,0.00000000e+00
3.591667,6.20720398e+02,3.59554382e+02,9.80274780e+02,-3.52340851e+01,0.00000000e+00
3.595834,6.22161377e+02,3.58112518e+02,9.80273926e+02,-3.52749596e+01,0.00000000e+00
3.600000,6.23604065e+02,3.56668976e+02,9.80273071e+02,-3.53158340e+01,0.00000000e+00
3.604167,6.25048401e+02,3.55223785e+02,9.80272217e+02,-3.53567085e+01,0.00000000e+00
3.608334,6.26494446e+02,3.53776886e+02,9.80271362e+02,-3.53975830e+01,0.00000000e+00
3.612500,6.27942139e+02,3.52328339e+02,9.80270508e+02,-3.54384575e+01,0.00000000e+00
3.616667,6.29391479e+02,3.50878113e+02,9.80269592e+02,-3.54793320e+01,0.00000000e+00
3.620834,6.30842529e+02,3.49426208e+02,9.80268738e+02,-3.55202065e+01,0.00000000e+00
3.625000,6.32295227e+02,3.47972656e+02,9.80267883e+02,-3.55610809e+01,0.00000000e+00
3.629167,6.33749634e+02,3.46517426e+02,9.80267090e+02,-3.56019554e+01,0.00000000e+00
3.633333,6.35205688e+02,3.45060547e+02,9.80266235e+02,-3.56428299e+01,0.00000000e+00
3.637500,6.36663391e+02,3.43601990e+02,9.80265381e+02,-3.56837044e+01,0.00000000e+00
3.641667,6.38122742e+02,3.42141724e+02,9.80264465e+02,-3.57245789e+01,0.00000000e+00
3.645833,6.39583801e+02,3.40679840e+02,9.80263672e+02,-3.57654533e+01,0.00000000e+00
3.650000,6.41046570e+02,3.39216248e+02,9.80262817e+02,-3.58063278e+01,0.00000000e+00
3.654167,6.42510986e+02,3.37750977e+02,9.80261963e+02,-3.58472023e+01,0.00000000e+00
3.658334,6.43977051e+02,3.36284058e+02,9.80261108e+02,-3.58880768e+01,0.00000000e+00
3.662500,6.45444763e+02,3.34815460e+02,9.80260254e+02,-3.59289513e+01,0.00000000e+00
3.666667,6.46914185e+02,3.33345184e+02,9.80259399e+02,-3.59698257e+01,0.00000000e+00
3.670834,6.48385254e+02,3.31873260e+02,9.80258545e+02,-3.60107002e+01,0.00000000e+00
3.675000,6.49858032e+02,3.30399658e+02,9.80257690e+02,-3.60515747e+01,0.00000000e+00
3.679167,6.51332458e+02,3.28924377e+02,9.80256836e+02,-3.60924492e+01,0.00000000e+00
3.683334,6.52808533e+02,3.27447418e+02,9.80255981e+02,-3.61333237e+01,0.00000000e+00
3.687500,6.54286316e+02,3.25968811e+02,9.80255127e+02,-3.61741982e+01,0.00000000e+00
3.691667,6.55765747e+02,3.24488495e+02,9.80254272e+02,-3.62150726e+01,0.00000000e+00
3.695833,6.57246826e+02,3.23006531e+02,9.80253357e+02,-3.62559471e+01,0.00000000e+00
3.700000,6.58729614e+02,3.21522888e+02,9.80252502e+02,-3.62968216e+01,0.00000000e+00
3.704167,6.60214050e+02,3.20037598e+02,9.80251648e+02,-3.63376961e+01,0.00000000e+00
3.708333,6.61700195e+02,3.18550629e+02,9.80250854e+02,-3.63785706e+01,0.00000000e+00
3.712500,6.63187988e+02,3.17061981e+02,9.80250000e+02,-3.64194450e+01,0.00000000e+00
3.716667,6.64677429e+02,3.15571686e+02,9.80249146e+02,-3.64603195e+01,0.00000000e+00
3.720834,6.66168579e+02,3.14079681e+02,9.80248291e+02,-3.65011940e+01,0.00000000e+00
3.725000,6.67661377e+02,3.12586029e+02,9.80247437e+02,-3.65420685e+01,0.00000000e+00
3.729167,6.69155884e+02,3.11090698e+02,9.80246582e+02,-3.65829430e+01,0.00000000e+00
3.733334,6.70651978e+02,3.09593719e+02,9.80245728e+02,-3.66238174e+01,0.00000000e+00
3.737500,6.72149841e+02,3.08095032e+02,9.80244873e+02,-3.66646919e+01,0.00000000e+00
3.741667,6.73649292e+02,3.06594696e+02,9.80244019e+02,-3.67055664e+01,0.00000000e+00
3.745834,6.75150452e+02,3.05092682e+02,9.80243164e+02,-3.67464409e+01,0.00000000e+00
3.750000,6.76653259e+02,3.03588989e+02,9.80242249e+02,-3.67873154e+01,0.00000000e+00
3.754167,6.78157776e+02,3.02083649e+02,9.80241455e+02,-3.68281898e+01,0.00000000e+00
3.758333,6.79663940e+02,3.00576630e+02,9.80240601e+02,-3.68690643e+01,0.00000000e+00
3.762500,6.81171814e+02,2.99067932e+02,9.80239746e+02,-3.69099388e+01,0.00000000e+00
3.766667,6.82681274e+02,2.97557587e+02,9.80238892e+02,-3.69508133e+01,0.00000000e+00
3.770833,6.84192505e+02,2.96045532e+02,9.80238037e+02,-3.69916878e+01,0.00000000e+00
3.775000,6.85705322e+02,2.94531830e+02,9.80237183e+02,-3.70325623e+01,0.00000000e+00
3.779167,6.87219849e+02,2.93016449e+02,9.80236328e+02,-3.70734367e+01,0.00000000e+00
3.783334,6.88736023e+02,2.91499420e+02,9.80235474e+02,-3.71143112e+01,0.00000000e+00
3.787500,6.90253906e+02,2.89980682e+02,9.80234619e+02,-3.71551857e+01,0.00000000e+00
3.791667,6.91773438e+02,2.88460297e+02,9.80233765e+02,-3.71960602e+01,0.00000000e+00
3.795834,6.93294678e+02,2.86938232e+02,9.80232910e+02,-3.72369347e+01,0.00000000e+00
3.800000,6.94817505e+02,2.85414520e+02,9.80232056e+02,-3.72778091e+01,0.00000000e+00
3.804167,6.96342102e+02,2.83889099e+02,9.80231201e+02,-3.73186836e+01,0.00000000e+00
3.808334,6.97868286e+02,2.82362030e+02,9.80230347e+02,-3.73595581e+01,0.00000000e+00
3.812500,6.99396179e+02,2.80833313e+02,9.80229492e+02,-3.74004326e+01,0.00000000e+00
3.816667,7.00925720e+02,2.79302887e+02,9.80228638e+02,-3.74413071e+01,0.00000000e+00
3.820833,7.02456970e+02,2.77770813e+02,9.80227783e+02,-3.74821815e+01,0.00000000e+00
3.825000,7.03989868e+02,2.76237061e+02,9.80226929e+02,-3.75230560e+01,0.00000000e+00
3.829167,7.05524414e+02,2.74701630e+02,9.80226074e+02,-3.75639305e+01,0.00000000e+00
3.833333,7.07060669e+02,2.73164520e+02,9.80225220e+02,-3.76048050e+01,0.00000000e+00
3.837500,7.08598572e+02,2.71625763e+02,9.80224365e+02,-3.76456795e+01,0.00000000e+00
3.841667,7.10138184e+02,2.70085327e+02,9.80223511e+02,-3.76865540e+01,0.00000000e+00
3.845834,7.11679443e+02,2.68543213e+02,9.80222656e+02,-3.77274284e+01,0.00000000e+00
3.850000,7.13222351e+02,2.66999420e+02,9.80221802e+02,-3.77683029e+01,0.00000000e+00
3.854167,7.14766968e+02,2.65453979e+02,9.80220947e+02,-3.78091774e+01,0.00000000e+00
3.858334,7.16313232e+02,2.63906860e+02,9.80220093e+02,-3.78500519e+01,0.00000000e+00
3.862500,7.17861145e+02,2.62358063e+02,9.80219238e+02,-3.78909264e+01,0.00000000e+00
3.866667,7.19410767e+02,2.60807617e+02,9.80218384e+02,-3.79318008e+01,0.00000000e+00
3.870834,7.20962036e+02,2.59255463e+02,9.80217529e+02,-3.79726753e+01,0.00000000e+00
3.875000,7.22515015e+02,2.57701660e+02,9.80216675e+02,-3.80135498e+01,0.00000000e+00
3.879167,7.24069580e+02,2.56146179e+02,9.80215759e+02,-3.80544243e+01,0.00000000e+00
3.883333,7.25625916e+02,2.54589050e+02,9.80214966e+02,-3.80952988e+01,0.00000000e+00
3.887500,7.27183838e+02,2.53030228e+02,9.80214050e+02,-3.81361732e+01,0.00000000e+00
3.891667,7.28743469e+02,2.51469742e+02,9.80213196e+02,-3.81770477e+01,0.00000000e+00
3.895833,7.30304810e+02,2.49907593e+02,9.80212402e+02,-3.82179222e+01,0.00000000e+00
3.900000,7.31867737e+02,2.48343765e+02,9.80211487e+02,-3.82587967e+01,0.00000000e+00
3.904167,7.33432434e+02,2.46778259e+02,9.80210693e+02,-3.82996712e+01,0.00000000e+00
3.908334,7.34998718e+02,2.45211090e+02,9.80209839e+02,-3.83405457e+01,0.00000000e+00
3.912500,7.36566711e+02,2.43642258e+02,9.80208984e+02,-3.83814201e+01,0.00000000e+00
3.916667,7.38136353e+02,2.42071747e+02,9.80208130e+02,-3.84222946e+01,0.00000000e+00
3.920834,7.39707703e+02,2.40499557e+02,9.80207275e+02,-3.84631691e+01,0.00000000e+00
3.925000,7.41280701e+02,2.38925720e+02,9.80206421e+02,-3.85040436e+01,0.00000000e+00
3.929167,7.42855347e+02,2.37350189e+02,9.80205566e+02,-3.85449181e+01,0.00000000e+00
3.933334,7.44431702e+02,2.35772995e+02,9.80204712e+02,-3.85857925e+01,0.00000000e+00
3.937500,7.46009705e+02,2.34194138e+02,9.80203857e+02,-3.86266670e+01,0.00000000e+00
3.941667,7.47589355e+02,2.32613586e+02,9.80202942e+02,-3.86675415e+01,0.00000000e+00
3.945833,7.49170715e+02,2.31031372e+02,9.80202087e+02,-3.87084160e+01,0.00000000e+00
3.950000,7.50753784e+02,2.29447510e+02,9.80201294e+02,-3.87492905e+01,0.00000000e+00
3.954167,7.52338440e+02,2.27861969e+02,9.80200439e+02,-3.87901649e+01,0.00000000e+00
3.958333,7.53924805e+02,2.26274734e+02,9.80199524e+02,-3.88310394e+01,0.00000000e+00
3.962500,7.55512817e+02,2.24685852e+02,9.80198669e+02,-3.88719139e+01,0.00000000e+00
3.966667,7.57102539e+02,2.23095291e+02,9.80197815e+02,-3.89127884e+01,0.00000000e+00
3.970834,7.58693909e+02,2.21503052e+02,9.80196960e+02,-3.89536629e+01,0.00000000e+00
3.975000,7.60286987e+02,2.19909149e+02,9.80196167e+02,-3.89945374e+01,0.00000000e+00
3.979167,7.61881714e+02,2.18313583e+02,9.80195312e+02,-3.90354118e+01,0.00000000e+00
3.983334,7.63478088e+02,2.16716339e+02,9.80194458e+02,-3.90762863e+01,0.00000000e+00
3.987500,7.65076111e+02,2.15117432e+02,9.80193542e+02,-3.91171608e+01,0.00000000e+00
3.991667,7.66675842e+02,2.13516846e+02,9.80192688e+02,-3.91580353e+01,0.00000000e+00
3.995834,7.68277283e+02,2.11914597e+02,9.80191895e+02,-3.91989098e+01,0.00000000e+00
4.000000,7.69880310e+02,2.10310654e+02,9.80190979e+02,-3.92397842e+01,0.00000000e+00
